departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,FECHA,ANO,MES
CESAR,LA PAZ,20621000,NO REPORTADO,05/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-05,2011,1
CUNDINAMARCA,COGUA,25200000,NO REPORTADO,05/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-05,2011,1
RISARALDA,DOSQUEBRADAS,66170000,NO REPORTADO,05/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-05,2011,1
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,05/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-05,2011,1
SANTANDER,ZAPATOCA,68895000,NO REPORTADO,05/01/2011,FEMENINO,ADULTOS,2,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-05,2011,1
ANTIOQUIA,CHIGORODÓ,05172000,NO REPORTADO,06/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-06,2011,1
CALDAS,VILLAMARÍA,17873000,NO REPORTADO,06/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-06,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,06/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-06,2011,1
SUCRE,SINCELEJO,70001000,NO REPORTADO,06/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-06,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,07/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-07,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,07/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-07,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,07/01/2011,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-07,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,07/01/2011,FEMENINO,MENORES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2011-01-07,2011,1
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,07/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-07,2011,1
RISARALDA,DOSQUEBRADAS,66170000,NO REPORTADO,07/01/2011,MASCULINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-07,2011,1
SANTANDER,GIRÓN,68307000,NO REPORTADO,07/01/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-07,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,08/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-08,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,08/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-08,2011,1
CALDAS,ANSERMA,17042000,NO REPORTADO,08/01/2011,MASCULINO,MENORES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-08,2011,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,NO REPORTADO,08/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-08,2011,1
SANTANDER,BARRANCABERMEJA,68081000,NO REPORTADO,08/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-08,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,09/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-09,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,09/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-09,2011,1
VALLE,CANDELARIA,76130000,NO REPORTADO,09/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-09,2011,1
VALLE,ULLOA,76845000,NO REPORTADO,09/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-09,2011,1
HUILA,LA ARGENTINA,41378000,NO REPORTADO,10/01/2011,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-10,2011,1
QUINDÍO,ARMENIA,63001000,NO REPORTADO,10/01/2011,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-10,2011,1
VALLE,BUENAVENTURA,76109000,NO REPORTADO,10/01/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-10,2011,1
VALLE,CALI,76001000,NO REPORTADO,10/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-10,2011,1
VALLE,EL CERRITO,76248000,NO REPORTADO,10/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-10,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,11/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-11,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,11/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-11,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,11/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2011-01-11,2011,1
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,11/01/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-11,2011,1
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,11/01/2011,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-11,2011,1
CÓRDOBA,MONTELÍBANO,23466000,NO REPORTADO,11/01/2011,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-11,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,12/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-12,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,12/01/2011,FEMENINO,ADULTOS,2,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2011-01-12,2011,1
CALDAS,MANIZALES,17001000,NO REPORTADO,12/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-12,2011,1
SANTANDER,BARRANCABERMEJA,68081000,NO REPORTADO,12/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-12,2011,1
VALLE,ROLDANILLO,76622000,NO REPORTADO,12/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-12,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,13/01/2011,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-13,2011,1
CAQUETÁ,FLORENCIA,18001000,NO REPORTADO,13/01/2011,FEMENINO,MENORES,3,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-13,2011,1
CAUCA,POPAYÁN,19001000,NO REPORTADO,13/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-13,2011,1
HUILA,ALGECIRAS,41020000,NO REPORTADO,13/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-13,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,13/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-13,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,14/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-14,2011,1
BOYACÁ,SOGAMOSO,15759000,NO REPORTADO,14/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-14,2011,1
CESAR,VALLEDUPAR,20001000,NO REPORTADO,14/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-14,2011,1
GUAJIRA,RIOHACHA,44001000,NO REPORTADO,14/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-14,2011,1
CALDAS,VITERBO,17877000,NO REPORTADO,15/01/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-15,2011,1
CALDAS,VITERBO,17877000,NO REPORTADO,15/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-15,2011,1
SUCRE,SINCELEJO,70001000,NO REPORTADO,15/01/2011,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-15,2011,1
TOLIMA,FLANDES,73275000,NO REPORTADO,15/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-15,2011,1
CUNDINAMARCA,NEMOCÓN,25486000,NO REPORTADO,16/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-01-16,2011,1
META,VILLAVICENCIO,50001000,NO REPORTADO,16/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2011-01-16,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,16/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-16,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,17/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-17,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,17/01/2011,MASCULINO,ADULTOS,2,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-17,2011,1
BOLÍVAR,SIMITÍ,13744000,NO REPORTADO,17/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-17,2011,1
CALDAS,MANIZALES,17001000,NO REPORTADO,17/01/2011,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-17,2011,1
CUNDINAMARCA,FUSAGASUGÁ,25290000,NO REPORTADO,17/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-17,2011,1
MAGDALENA,SANTA MARTA,47001000,NO REPORTADO,17/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2011-01-17,2011,1
NARIÑO,EL CHARCO,52250000,NO REPORTADO,17/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-01-17,2011,1
ANTIOQUIA,ENVIGADO,05266000,NO REPORTADO,18/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-18,2011,1
HUILA,HOBO,41349000,NO REPORTADO,18/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-18,2011,1
HUILA,TELLO,41799000,NO REPORTADO,18/01/2011,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-18,2011,1
QUINDÍO,MONTENEGRO,63470000,NO REPORTADO,18/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-18,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,19/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-19,2011,1
META,VILLAVICENCIO,50001000,NO REPORTADO,19/01/2011,FEMENINO,MENORES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2011-01-19,2011,1
META,VILLAVICENCIO,50001000,NO REPORTADO,19/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-19,2011,1
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,19/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-01-19,2011,1
VALLE,JAMUNDÍ,76364000,NO REPORTADO,19/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-19,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,20/01/2011,FEMENINO,ADOLESCENTES,3,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-20,2011,1
BOLÍVAR,CARTAGENA,13001000,NO REPORTADO,20/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-20,2011,1
CESAR,VALLEDUPAR,20001000,NO REPORTADO,20/01/2011,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-20,2011,1
HUILA,NEIVA,41001000,NO REPORTADO,20/01/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2011-01-20,2011,1
NORTE DE SANTANDER,LOS PATIOS,54405000,NO REPORTADO,20/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-20,2011,1
SUCRE,SAMPUÉS,70670019,NO REPORTADO,20/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-20,2011,1
VALLE,ZARZAL,76895000,NO REPORTADO,20/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-20,2011,1
GUAINÍA,INÍRIDA,94001000,NO REPORTADO,21/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2011-01-21,2011,1
NARIÑO,PUPIALES,52585000,NO REPORTADO,21/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-01-21,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,21/01/2011,FEMENINO,ADOLESCENTES,2,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-21,2011,1
BOLÍVAR,CARTAGENA,13001000,NO REPORTADO,22/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-22,2011,1
BOYACÁ,DUITAMA,15238000,NO REPORTADO,22/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-22,2011,1
CAQUETÁ,SOLITA,18785000,NO REPORTADO,22/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-22,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,22/01/2011,FEMENINO,ADOLESCENTES,2,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-22,2011,1
VALLE,JAMUNDÍ,76364000,NO REPORTADO,22/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2011-01-22,2011,1
ANTIOQUIA,DABEIBA,05234000,NO REPORTADO,23/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-23,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,23/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-23,2011,1
ATLÁNTICO,BARRANQUILLA,08001000,NO REPORTADO,23/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-23,2011,1
CALDAS,MANIZALES,17001000,NO REPORTADO,23/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-23,2011,1
CUNDINAMARCA,ZIPAQUIRÁ,25899000,NO REPORTADO,23/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-01-23,2011,1
CUNDINAMARCA,ZIPAQUIRÁ,25899000,NO REPORTADO,23/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-23,2011,1
HUILA,GIGANTE,41306000,NO REPORTADO,23/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2011-01-23,2011,1
RISARALDA,PEREIRA,66001000,NO REPORTADO,23/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-23,2011,1
VALLE,CALI,76001000,NO REPORTADO,23/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-23,2011,1
VALLE,CALI,76001000,NO REPORTADO,23/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-23,2011,1
CUNDINAMARCA,FACATATIVÁ,25269000,NO REPORTADO,24/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2011-01-24,2011,1
CUNDINAMARCA,ZIPAQUIRÁ,25899000,NO REPORTADO,24/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2011-01-24,2011,1
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,24/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-24,2011,1
ANTIOQUIA,ITAGUI,05360000,NO REPORTADO,25/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-25,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,25/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2011-01-25,2011,1
BOLÍVAR,CARTAGENA,13001000,NO REPORTADO,25/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-25,2011,1
BOLÍVAR,CARTAGENA,13001009,NO REPORTADO,25/01/2011,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-25,2011,1
SANTANDER,BUCARAMANGA,68001000,NO REPORTADO,25/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-25,2011,1
VALLE,SEVILLA,76736000,NO REPORTADO,25/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD,2011-01-25,2011,1
CUNDINAMARCA,ZIPAQUIRÁ,25899000,NO REPORTADO,26/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-26,2011,1
VALLE,TULUÁ,76834000,NO REPORTADO,26/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-26,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,27/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-27,2011,1
BOGOTA,BOGOTÁ D.C.,11001000,NO REPORTADO,27/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2011-01-27,2011,1
CESAR,VALLEDUPAR,20001000,NO REPORTADO,27/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2011-01-27,2011,1
HUILA,PITALITO,41551000,NO REPORTADO,27/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-27,2011,1
NARIÑO,PASTO,52001000,NO REPORTADO,27/01/2011,MASCULINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-27,2011,1
NARIÑO,PASTO,52001000,NO REPORTADO,27/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2011-01-27,2011,1
CALDAS,ANSERMA,17042000,NO REPORTADO,28/01/2011,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-28,2011,1
CALDAS,MANZANARES,17433000,NO REPORTADO,28/01/2011,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-28,2011,1
CASANARE,PORE,85263000,NO REPORTADO,28/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2011-01-28,2011,1
CUNDINAMARCA,SOACHA,25754000,NO REPORTADO,28/01/2011,FEMENINO,ADULTOS,2,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2011-01-28,2011,1
TOLIMA,VENADILLO,73861000,NO REPORTADO,28/01/2011,,ADULTOS,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2011-01-28,2011,1
VALLE,CALI,76001000,NO REPORTADO,28/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-28,2011,1
ANTIOQUIA,MEDELLÍN,05001000,NO REPORTADO,29/01/2011,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2011-01-29,2011,1
HUILA,NEIVA,41001000,NO REPORTADO,29/01/2011,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR (CIRCUNSTANC,2011-01-29,2011,1
