departamento,municipio,codigo_dane,armas_medios,fecha_hecho,genero,grupo_etario,cantidad,delito,fecha,tipo
GUAJIRA,San Juan del Cesar,44650000,NO REPORTADO,08/04/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-08-04,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,10/02/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-10-02,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,11/04/2010,MASCULINO,ADULTOS,1,ARTÍCULO 219 A. UTILIZACIÓN O FACILITACIÓN DE MEDIOS DE COMUNICACIÓN PARA OFRECER SERVICIOS SEXUALES DE MENORES,2010-11-04,denuncia
CALDAS,Manizales (CT),17001000,NO REPORTADO,01/02/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-01-02,denuncia
CALDAS,Manizales (CT),17001000,NO REPORTADO,01/03/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-01-03,denuncia
VALLE,Candelaria,76130000,NO REPORTADO,02/04/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-04,denuncia
META,Vistahermosa,50711000,NO REPORTADO,12/04/2010,FEMENINO,MENORES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-12-04,denuncia
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,09/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-09-05,denuncia
SANTANDER,Palmar,68522000,NO REPORTADO,12/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-12-04,denuncia
ARAUCA,Saravena,81736000,NO REPORTADO,05/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-05-06,denuncia
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,12/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-12-06,denuncia
VALLE,Cali (CT),76001000,NO REPORTADO,03/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-03-06,denuncia
TOLIMA,Espinal,73268000,NO REPORTADO,08/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-08-06,denuncia
RISARALDA,Pueblo Rico,66572001,NO REPORTADO,03/04/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-03-04,denuncia
BOLÍVAR,Cartagena (CT),13001000,NO REPORTADO,06/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-06-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,06/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-06-04,denuncia
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,08/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-08-05,denuncia
ARAUCA,Tame,81794000,NO REPORTADO,05/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-05-05,denuncia
CUNDINAMARCA,Mosquera,25473000,NO REPORTADO,08/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-08-04,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,02/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-04,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2010-04-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,02/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-02-05,denuncia
HUILA,Pitalito,41551000,NO REPORTADO,08/06/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-08-06,denuncia
HUILA,Pitalito,41551000,NO REPORTADO,09/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-09-04,denuncia
VALLE,Alcalá,76020000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-01-03,denuncia
VALLE,Cartago,76147000,NO REPORTADO,12/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-12-05,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,02/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-02-05,denuncia
CUNDINAMARCA,Facatativá,25269003,NO REPORTADO,06/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-06-06,denuncia
HUILA,Palestina,41530000,NO REPORTADO,12/06/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-12-06,denuncia
HUILA,Palestina,41530000,NO REPORTADO,12/06/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-12-06,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,11/06/2010,FEMENINO,MENORES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-11-06,denuncia
ATLÁNTICO,Malambo,8433000,NO REPORTADO,02/04/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-02-04,denuncia
BOYACÁ,Sogamoso,15759000,NO REPORTADO,07/05/2010,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-07-05,denuncia
CALDAS,Samaná,17662000,NO REPORTADO,04/01/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-04-01,denuncia
CALDAS,Supía,17777000,NO REPORTADO,02/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-04,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,08/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210 A. ACOSO SEXUAL,2010-08-03,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,04/05/2010,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-04-05,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,03/05/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-05,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,11/04/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-11-04,denuncia
SANTANDER,Barrancabermeja,68081000,NO REPORTADO,03/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-03-06,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,03/06/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-03-06,denuncia
NORTE DE SANTANDER,Toledo,54820000,NO REPORTADO,09/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-09-03,denuncia
ATLÁNTICO,Galapa,8296000,NO REPORTADO,11/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-11-06,denuncia
ANTIOQUIA,Necoclí,5490000,NO REPORTADO,03/04/2010,MASCULINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2010-03-04,denuncia
HUILA,Rivera,41615000,NO REPORTADO,11/05/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-11-05,denuncia
NARIÑO,San Pablo,52693000,NO REPORTADO,10/06/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-10-06,denuncia
CALDAS,La Dorada,17380000,NO REPORTADO,10/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-10-06,denuncia
SANTANDER,Barrancabermeja,68081000,NO REPORTADO,07/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-07-06,denuncia
VALLE,Pradera,76563000,NO REPORTADO,07/06/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-07-06,denuncia
SANTANDER,San Gil,68679000,NO REPORTADO,01/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-01-05,denuncia
SANTANDER,Coromoro,68217000,NO REPORTADO,12/05/2010,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-12-05,denuncia
SANTANDER,Floridablanca,68276000,NO REPORTADO,06/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-06-06,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,03/04/2010,MASCULINO,ADULTOS,1,ARTÍCULO 217 A. DEMANDA DE EXPLOTACION SEXUAL COMERCIAL DE PERSONA MENOR DE 18 AÑOS DE EDAD,2010-03-04,denuncia
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,04/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-04-06,denuncia
ARAUCA,Arauca (CT),81001000,NO REPORTADO,07/04/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL VIOLENTO (CIRCUNSTANCIAS AGRAVACIÓN),2010-07-04,denuncia
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,04/01/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-04-01,denuncia
GUAJIRA,Riohacha (CT),44001000,NO REPORTADO,11/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-11-04,denuncia
BOYACÁ,Tunja (CT),15001000,NO REPORTADO,10/06/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 217. ESTÍMULO A LA PROSTITUCIÓN DE MENORES,2010-10-06,denuncia
SANTANDER,La Belleza,68377000,NO REPORTADO,01/01/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-01-01,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,06/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-06-04,denuncia
BOYACÁ,Aquitania,15047000,NO REPORTADO,08/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-08-04,denuncia
CUNDINAMARCA,Soacha,25754000,NO REPORTADO,07/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-07-04,denuncia
CESAR,Pailitas,20517000,NO REPORTADO,03/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-05,denuncia
VALLE,Dagua,76233000,NO REPORTADO,02/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-02-04,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,06/03/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACTO SEXUAL VIOLENTO (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-06-03,denuncia
ANTIOQUIA,Caucasia,5154000,NO REPORTADO,09/05/2010,MASCULINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-09-05,denuncia
ANTIOQUIA,Bello,5088000,NO REPORTADO,08/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-08-05,denuncia
VALLE,Palmira,76520000,NO REPORTADO,06/05/2010,MASCULINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-06-05,denuncia
VALLE,Guadalajara de Buga,76111000,NO REPORTADO,09/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-09-05,denuncia
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,10/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-10-05,denuncia
VALLE,Candelaria,76130000,NO REPORTADO,09/05/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-09-05,denuncia
CUNDINAMARCA,Madrid,25430000,NO REPORTADO,12/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-12-05,denuncia
SUCRE,Sincelejo (CT),70001000,NO REPORTADO,11/04/2010,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-11-04,denuncia
CASANARE,Pore,85263000,NO REPORTADO,09/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 214. CONSTREÑIMIENTO A LA PROSTITUCIÓN,2010-09-02,denuncia
RISARALDA,Pereira (CT),66001000,NO REPORTADO,03/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-03-04,denuncia
SANTANDER,San Gil,68679000,NO REPORTADO,10/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-10-05,denuncia
SANTANDER,Málaga,68432000,NO REPORTADO,10/05/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-10-05,denuncia
SANTANDER,Socorro,68755000,NO REPORTADO,11/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-11-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,04/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-04-04,denuncia
CUNDINAMARCA,Villeta,25875000,NO REPORTADO,07/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-07-04,denuncia
CAQUETÁ,Morelia,18479000,NO REPORTADO,12/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-12-04,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/04/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-10-04,denuncia
CAUCA,Popayán (CT),19001000,NO REPORTADO,09/04/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 216. CONSTREÑIMIENTO A LA PROSTITUCIÓN (CIRCUNSTANCIAS AGRAVACIÓN),2010-09-04,denuncia
MAGDALENA,Ciénaga,47189000,NO REPORTADO,04/03/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-04-03,denuncia
MAGDALENA,Santa Marta (CT),47001000,NO REPORTADO,02/04/2010,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-04,denuncia
MAGDALENA,El Banco,47245000,NO REPORTADO,08/03/2010,FEMENINO,MENORES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-08-03,denuncia
BOYACÁ,Duitama,15238000,NO REPORTADO,09/04/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-09-04,denuncia
ARAUCA,Tame,81794000,NO REPORTADO,04/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-04-04,denuncia
PUTUMAYO,Puerto Guzmán,86571000,NO REPORTADO,01/03/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-01-03,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,12/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-12-03,denuncia
ATLÁNTICO,Barranquilla (CT),8001000,NO REPORTADO,02/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 205. ACCESO CARNAL VIOLENTO,2010-02-04,denuncia
BOYACÁ,Puerto Boyacá,15572000,NO REPORTADO,02/04/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-02-04,denuncia
HUILA,Tesalia,41797000,NO REPORTADO,08/04/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-08-04,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,07/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-07-03,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,12/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR (CIRCUNSTANCIAS AGRAVACIÓN,2010-12-04,denuncia
HUILA,Garzón,41298000,NO REPORTADO,03/04/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-03-04,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,02/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-02-03,denuncia
ANTIOQUIA,Andes,5034000,NO REPORTADO,07/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-07-05,denuncia
VALLE,Tuluá,76834000,NO REPORTADO,07/05/2010,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-07-05,denuncia
BOLÍVAR,Cantagallo,13160000,NO REPORTADO,02/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-02-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,07/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2010-07-05,denuncia
SANTANDER,Puente Nacional,68572000,NO REPORTADO,01/03/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-01-03,denuncia
PUTUMAYO,Mocoa (CT),86001000,NO REPORTADO,04/04/2010,MASCULINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-04-04,denuncia
VALLE,Guadalajara de Buga,76111000,NO REPORTADO,08/05/2010,MASCULINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-08-05,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,04/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-04-05,denuncia
VALLE,Candelaria,76130000,NO REPORTADO,05/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 211. ACTOS SEXUALES CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS DE AGRAVACIÓN),2010-05-05,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/05/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 213. INDUCCIÓN A LA PROSTITUCIÓN,2010-05-05,denuncia
CESAR,Valledupar (CT),20001000,NO REPORTADO,06/04/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-06-04,denuncia
VALLE,Bugalagrande,76113000,NO REPORTADO,03/05/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-05,denuncia
META,Villavicencio (CT),50001000,NO REPORTADO,06/07/2010,FEMENINO,ADULTOS,1,ARTÍCULO 207. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR,2010-06-07,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,03/06/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-03-06,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,05/07/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 211. ACCESO CARNAL O ACTO SEXUAL EN PERSONA PUESTA EN INCAPACIDAD DE RESISTIR  (CIRCUNSTANC,2010-05-07,denuncia
SANTANDER,Bucaramanga (CT),68001000,NO REPORTADO,06/07/2010,MASCULINO,ADOLESCENTES,1,ARTÍCULO 214. CONSTREÑIMIENTO A LA PROSTITUCIÓN,2010-06-07,denuncia
SANTANDER,Barrancabermeja,68081000,NO REPORTADO,04/07/2010,FEMENINO,ADULTOS,1,ARTÍCULO 210. ACCESO CARNAL O ACTO SEXUAL ABUSIVO CON INCAPAZ DE RESISTIR,2010-04-07,denuncia
NARIÑO,San Andres de Tumaco,52835000,NO REPORTADO,01/07/2010,FEMENINO,ADULTOS,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-01-07,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,10/07/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2010-10-07,denuncia
BOGOTA,Bogotá D.C. (CT),11001000,NO REPORTADO,01/02/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 218. PORNOGRAFÍA CON MENORES,2010-01-02,denuncia
CESAR,Aguachica,20011000,NO REPORTADO,11/07/2010,FEMENINO,MENORES,1,ARTÍCULO 211. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS (CIRCUNSTANCIAS AGRAVACIÓN),2010-11-07,denuncia
HUILA,Neiva (CT),41001000,NO REPORTADO,02/07/2010,FEMENINO,ADULTOS,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-02-07,denuncia
CAQUETÁ,Florencia (CT),18001000,NO REPORTADO,01/04/2010,FEMENINO,MENORES,1,ARTÍCULO 209. ACTOS SEXUALES CON MENOR DE 14 AÑOS,2010-01-04,denuncia
QUINDÍO,Córdoba,63212000,NO REPORTADO,03/07/2010,FEMENINO,ADOLESCENTES,1,ARTÍCULO 208. ACCESO CARNAL ABUSIVO CON MENOR DE 14 AÑOS,2010-03-07,denuncia
ANTIOQUIA,Barbosa,5079000,NO REPORTADO,11/07/2010,FEMENINO,ADULTOS,1,ARTÍCULO 206. ACTO SEXUAL VIOLENTO,2010-11-07,denuncia
